id,standard,unit,reporting_category,type,dok,level,blooms,hess_crm_cell,c3_dimension,ssp,correct_answer,irt_a,irt_b,irt_c,tennessee_specific,tcap_format,field_test_ready,topics
GC.13-Q20,GC.13,3,RC-GOV3: The Legislative Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.4,0.8,0.0,False,False,False,lawmaking process; gridlock
GC.14-Q01,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.06,A,1.1,-1.1,0.2,False,True,True,constituent; representation
GC.14-Q02,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.06,B,1.2,-1.0,0.2,True,True,True,senators per state; equal representation
GC.14-Q03,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,C,1.4,0.0,0.2,True,True,True,apportionment; House delegation
GC.14-Q04,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,D,1.4,0.2,0.2,True,True,True,delegation; Congress membership
GC.14-Q05,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.06,A,1.4,0.3,0.2,True,True,True,constituents; senator vs representative
GC.14-Q06,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.06,C,1.6,0.6,0.2,True,True,True,congressional district; contacting representatives
GC.14-Q07,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.06,B,1.7,0.9,0.2,True,True,True,representation design; state and local interests
GC.14-Q08,GC.14,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.06,See rubric,1.3,0.3,0.0,True,False,False,constituents; representation
GC.14-Q09,GC.14,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.06,See rubric,1.6,1.0,0.0,True,False,False,apportionment; equal representation
GC.14-Q10,GC.14,3,RC-GOV3: The Legislative Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.06,See rubric,1.7,1.1,0.0,True,False,False,representation; Tennessee delegation
GC.14-Q11,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.2,-0.75,0.2,False,True,True,congressional district; House of Representatives
GC.14-Q12,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.0,-1.2,0.2,False,True,True,House terms; Tennessee delegation
GC.14-Q13,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,B,1.32,0.4,0.2,True,True,True,Tennessee delegation; representation
GC.14-Q14,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,C,1.44,0.6,0.2,True,True,True,apportionment; Tennessee delegation
GC.14-Q15,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.03,A,1.56,-0.2,0.2,True,True,True,constituent; congressional district
GC.14-Q16,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,B,1.52,1.2,0.2,True,True,True,Tennessee delegation; constituent services
GC.14-Q17,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.04,D,1.64,1.4,0.2,True,True,True,redistricting; Tennessee delegation
GC.14-Q18,GC.14,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,C,1.76,0.4,0.2,True,True,True,senators; statewide representation
GC.14-Q19,GC.14,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,True,False,False,Tennessee delegation; representation
GC.14-Q20,GC.14,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.4,0.8,0.0,True,False,False,apportionment; Tennessee delegation
GC.15-Q01,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,C,1.2,-1.1,0.2,False,True,True,Necessary and Proper Clause; Elastic Clause
GC.15-Q02,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.02,A,1.1,-1.0,0.2,False,True,True,enumerated powers; Article I Section 8
GC.15-Q03,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,B,1.4,0.1,0.2,False,True,True,enumerated powers; implied powers
GC.15-Q04,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,D,1.4,0.2,0.2,False,True,True,enumerated powers; declare war
GC.15-Q05,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.02,A,1.5,0.3,0.2,False,True,True,Necessary and Proper Clause; implied powers
GC.15-Q06,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D3,SSP.02,D,1.8,0.8,0.2,False,True,True,McCulloch v. Maryland; implied powers
GC.15-Q07,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,C,1.8,1.0,0.2,False,True,True,McCulloch v. Maryland; national supremacy
GC.15-Q08,GC.15,3,RC-GOV3: The Legislative Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,See rubric,1.3,0.3,0.0,False,False,False,enumerated powers; Article I Section 8
GC.15-Q09,GC.15,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.02,See rubric,1.7,1.0,0.0,False,False,False,Necessary and Proper Clause; McCulloch v. Maryland
GC.15-Q10,GC.15,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.8,1.2,0.0,False,False,False,McCulloch v. Maryland; implied powers
GC.15-Q11,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,C,1.2,-0.75,0.2,False,True,True,implied powers; Necessary and Proper Clause
GC.15-Q12,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.0,-1.2,0.2,False,True,True,"enumerated powers; Article I, Section 8"
GC.15-Q13,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.03,A,1.32,0.4,0.2,False,True,True,commerce power; enumerated powers
GC.15-Q14,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.03,B,1.44,0.6,0.2,False,True,True,confirmations; enumerated powers
GC.15-Q15,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.03,C,1.56,-0.2,0.2,False,True,True,declaration of war; separation of powers
GC.15-Q16,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.04,A,1.52,1.2,0.2,False,True,True,Necessary and Proper Clause; implied powers
GC.15-Q17,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.04,D,1.64,1.4,0.2,False,True,True,commerce power; implied powers
GC.15-Q18,GC.15,3,RC-GOV3: The Legislative Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,B,1.76,0.4,0.2,False,True,True,McCulloch v. Maryland; implied powers
GC.15-Q19,GC.15,3,RC-GOV3: The Legislative Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.88,0.6,0.0,False,False,False,commerce power; appropriations
GC.15-Q20,GC.15,3,RC-GOV3: The Legislative Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.4,0.8,0.0,False,False,False,Necessary and Proper Clause; implied powers
GC.16-Q01,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.1,-1.2,0.2,False,True,True,Article II; presidential qualifications; eligibility
GC.16-Q02,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.2,-1.0,0.2,False,True,True,Commander-in-Chief; presidential roles; civilian control of military
GC.16-Q03,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,C,1.4,0.1,0.2,False,True,True,treaty power; Advice and Consent; checks and balances
GC.16-Q04,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,D,1.3,0.3,0.2,False,True,True,executive order; limits on executive power; rule of law
GC.16-Q05,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Analyze,Analyze × DOK 2,D2,SSP.01,A,1.5,0.4,0.2,False,True,True,22nd Amendment; 25th Amendment; term limits; succession
GC.16-Q06,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,B,1.6,0.7,0.2,False,True,True,war powers; separation of powers; checks and balances; Commander-in-Chief
GC.16-Q07,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.05,C,1.7,0.9,0.2,True,True,True,impeachment; checks on the executive; Andrew Johnson; accountability
GC.16-Q08,GC.16,4,RC-GOV4: The Executive Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,See rubric,1.3,0.2,0.0,False,False,False,Advice and Consent; appointments; treaties; checks and balances
GC.16-Q09,GC.16,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,separation of powers; checks and balances; Article II powers
GC.16-Q10,GC.16,4,RC-GOV4: The Executive Branch,document_based,3,Advanced,Create,Create × DOK 3,D4,SSP.02,See rubric,1.6,1.1,0.0,False,False,False,oath of office; rule of law; constitutional limits; Article II
GC.16-Q11,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.1,-1.3,0.2,False,True,True,oath of office; Article II; rule of law
GC.16-Q12,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.0,-1.1,0.2,False,True,True,25th Amendment; presidential succession; Vice President
GC.16-Q13,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.01,C,1.4,0.0,0.2,False,True,True,appointments; Advice and Consent; checks and balances
GC.16-Q14,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,D,1.3,-0.2,0.2,False,True,True,presidential roles; Chief Diplomat; foreign policy
GC.16-Q15,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,A,1.4,0.3,0.2,False,True,True,22nd Amendment; term limits; checks on the executive
GC.16-Q16,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,C,1.6,0.8,0.2,False,True,True,War Powers Act; war powers; checks and balances; Commander-in-Chief
GC.16-Q17,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,B,1.7,0.9,0.2,False,True,True,executive order; limits on executive power; rule of law; judicial check
GC.16-Q18,GC.16,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.02,D,1.8,1.1,0.2,False,True,True,Federalist 70; separation of powers; energy in the executive; checks and balances
GC.16-Q19,GC.16,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,war powers; War Powers Act; Commander-in-Chief; checks and balances
GC.16-Q20,GC.16,4,RC-GOV4: The Executive Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.02,See rubric,1.6,1.1,0.0,False,False,False,Article II; treaty power; Commander-in-Chief; checks and balances
GC.17-Q01,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.1,-1.3,0.2,False,True,True,Cabinet; executive departments; presidential advisers
GC.17-Q02,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,C,1.2,-1.1,0.2,False,True,True,Department of Defense; executive departments; military
GC.17-Q03,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.01,D,1.4,0.0,0.2,False,True,True,Department of Justice; law enforcement; executive departments
GC.17-Q04,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,A,1.4,0.3,0.2,False,True,True,Take Care Clause; bureaucracy; executive departments
GC.17-Q05,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.01,B,1.5,0.5,0.2,False,True,True,iron triangle; bureaucracy; interest groups; policy making
GC.17-Q06,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,C,1.6,0.8,0.2,False,True,True,bureaucracy; accountability; unelected officials; control of policy
GC.17-Q07,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.02,D,1.7,1.0,0.2,False,True,True,executive departments; division of labor; scale of government
GC.17-Q08,GC.17,4,RC-GOV4: The Executive Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,See rubric,1.2,0.1,0.0,False,False,False,executive departments; State; Treasury; Defense; Justice; Education
GC.17-Q09,GC.17,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,iron triangle; bureaucracy; policy stability; interest groups
GC.17-Q10,GC.17,4,RC-GOV4: The Executive Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.7,1.2,0.0,False,False,False,bureaucracy; Take Care Clause; executive power; administration of law
GC.17-Q11,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,A,1.1,-1.4,0.2,False,True,True,Department of State; executive departments; foreign policy
GC.17-Q12,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.2,-1.2,0.2,False,True,True,Department of the Treasury; executive departments; taxes and debt
GC.17-Q13,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.01,C,1.3,-0.1,0.2,False,True,True,Department of Education; executive departments; federal school policy
GC.17-Q14,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,A,1.4,0.2,0.2,False,True,True,Cabinet; executive departments; presidential advisers
GC.17-Q15,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,B,1.5,0.5,0.2,False,True,True,Cabinet; Article II; constitutional development
GC.17-Q16,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.02,D,1.6,0.8,0.2,False,True,True,Department of Justice; law enforcement; executive departments
GC.17-Q17,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,B,1.6,0.9,0.2,False,True,True,bureaucracy; continuity; civil service; administration of law
GC.17-Q18,GC.17,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Apply,Apply × DOK 3,D2,SSP.02,C,1.7,1.0,0.2,False,True,True,iron triangle; bureaucracy; interest groups; policy stability
GC.17-Q19,GC.17,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,executive departments; growth of government; bureaucracy
GC.17-Q20,GC.17,4,RC-GOV4: The Executive Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.02,See rubric,1.6,1.1,0.0,False,False,False,Take Care Clause; bureaucracy; executive departments; Article II
GC.18-Q01,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,C,1.0,-1.0,0.2,False,True,True,Electoral College; 270 electoral votes; majority
GC.18-Q02,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.2,-0.6,0.2,False,True,True,electors; Article II; apportionment
GC.18-Q03,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,A,1.4,0.1,0.2,False,True,True,winner-take-all; electoral votes; state popular vote
GC.18-Q04,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,B,1.4,0.4,0.2,False,True,True,Electoral College; no majority; House of Representatives; contingent election
GC.18-Q05,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Analyze,Analyze × DOK 2,D2,SSP.06,C,1.5,0.6,0.2,False,True,True,Electoral College; small states; federalism; electors formula
GC.18-Q06,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.04,D,1.6,0.9,0.2,False,True,True,Electoral College; arguments in favor; national campaigns; federalism
GC.18-Q07,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.06,A,1.6,1.0,0.2,False,True,True,Electoral College; arguments against; swing states; winner-take-all
GC.18-Q08,GC.18,4,RC-GOV4: The Executive Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,See rubric,1.3,0.2,0.0,True,False,False,electors formula; winner-take-all; Tennessee electoral votes
GC.18-Q09,GC.18,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,Electoral College; arguments for and against; reform debate
GC.18-Q10,GC.18,4,RC-GOV4: The Executive Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.02,See rubric,1.7,1.2,0.0,False,False,False,Federalist No. 68; Electoral College; popular will; primary source analysis
GC.18-Q11,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.0,-1.3,0.2,False,True,True,elector; Electoral College; presidential elections
GC.18-Q12,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.1,-1.0,0.2,False,True,True,Electoral College; 538 electors; total electors
GC.18-Q13,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Apply,Apply × DOK 2,D2,SSP.06,A,1.4,0.1,0.2,False,True,True,Electoral College; population shifts; apportionment; electoral votes
GC.18-Q14,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,C,1.5,0.4,0.2,False,True,True,Electoral College; Great Compromise; federalism; representation
GC.18-Q15,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.02,D,1.3,0.2,0.2,False,True,True,Electoral College; arguments in favor; federalism; framers' purpose
GC.18-Q16,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.02,B,1.6,0.8,0.2,False,True,True,Electoral College; no majority; House of Representatives; contingent election
GC.18-Q17,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.06,C,1.7,0.9,0.2,False,True,True,Electoral College; winner-take-all; popular vote; electoral vote
GC.18-Q18,GC.18,4,RC-GOV4: The Executive Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.04,A,1.8,1.1,0.2,False,True,True,Electoral College; arguments for and against; winner-take-all; small states
GC.18-Q19,GC.18,4,RC-GOV4: The Executive Branch,constructed_response,3,Advanced,Analyze,Analyze × DOK 3,D4,SSP.04,See rubric,1.5,0.9,0.0,False,False,False,Electoral College; federalism; states and national government
GC.18-Q20,GC.18,4,RC-GOV4: The Executive Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.02,See rubric,1.7,1.2,0.0,False,False,False,Electoral College; Article II; federalism; state legislatures
GC.19-Q01,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.1,-1.2,0.2,False,True,True,Article III; judicial independence; impeachment
GC.19-Q02,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Understand,Understand × DOK 1,D2,SSP.01,C,1.3,-0.9,0.2,False,True,True,Article III; life tenure; good Behaviour
GC.19-Q03,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,A,1.4,-0.2,0.2,False,True,True,judicial independence; life tenure; protected salary
GC.19-Q04,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,B,1.5,0.0,0.2,False,True,True,jurisdiction; appellate jurisdiction; Article III
GC.19-Q05,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,C,1.4,0.2,0.2,False,True,True,Article III; lower federal courts; Congress
GC.19-Q06,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Evaluate,Evaluate × DOK 3,D2,SSP.02,D,1.6,0.7,0.2,False,True,True,judicial independence; countermajoritarian; constitutional design
GC.19-Q07,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,A,1.7,1.0,0.2,False,True,True,Article III Section 2; jurisdiction; treaties
GC.19-Q08,GC.19,5,RC-GOV5: The Judicial Branch,short_answer,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,See rubric,1.2,0.4,0.0,False,False,False,jurisdiction; original jurisdiction; appellate jurisdiction
GC.19-Q09,GC.19,5,RC-GOV5: The Judicial Branch,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.5,1.1,0.0,False,False,False,life tenure; judicial independence; countermajoritarian
GC.19-Q10,GC.19,5,RC-GOV5: The Judicial Branch,extended_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.6,1.3,0.0,False,False,False,Article III; judicial independence; constitutional design
GC.19-Q11,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,D,1.2,-1.1,0.2,False,True,True,Article III; protected salary; judicial independence
GC.19-Q12,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.01,B,1.1,-0.9,0.2,False,True,True,Article III; Supreme Court; judicial power
GC.19-Q13,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,A,1.4,-0.1,0.2,False,True,True,jurisdiction; original jurisdiction; Article III
GC.19-Q14,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,C,1.5,0.2,0.2,False,True,True,Article III; lower federal courts; Congress
GC.19-Q15,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.01,B,1.5,0.3,0.2,False,True,True,Article III Section 2; federal question; jurisdiction
GC.19-Q16,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,A,1.7,0.7,0.2,False,True,True,life tenure; impeachment; judicial independence
GC.19-Q17,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,C,1.8,1.0,0.2,False,True,True,Article III; Congress; lower federal courts
GC.19-Q18,GC.19,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,D,1.9,1.2,0.2,False,True,True,Article III Section 2; federal judicial power; federalism
GC.19-Q19,GC.19,5,RC-GOV5: The Judicial Branch,constructed_response,3,Advanced,Evaluate,Evaluate × DOK 3,D4,SSP.04,See rubric,1.5,1.1,0.0,False,False,False,Article III; constitutional design; Congress
GC.19-Q20,GC.19,5,RC-GOV5: The Judicial Branch,document_based,3,Advanced,Evaluate,Evaluate × DOK 3,D3,SSP.02,See rubric,1.6,1.3,0.0,False,False,False,Article III Section 2; jurisdiction; national power
GC.20-Q01,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.05,B,1.2,-1.3,0.2,False,True,True,confirmation; Senate; appointment process
GC.20-Q02,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,1,Developing,Remember,Remember × DOK 1,D2,SSP.05,A,1.3,-1.1,0.2,False,True,True,nomination; President; Article II
GC.20-Q03,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.05,D,1.4,-0.1,0.2,False,True,True,Senate Judiciary Committee; confirmation hearings; process
GC.20-Q04,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Understand,Understand × DOK 2,D2,SSP.05,C,1.5,0.1,0.2,False,True,True,Advice and Consent; shared power; Article II
GC.20-Q05,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,2,Proficient,Analyze,Analyze × DOK 2,D2,SSP.02,D,1.5,0.3,0.2,False,True,True,checks and balances; shared appointment power; separation of powers
GC.20-Q06,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.02,A,1.6,0.6,0.2,False,True,True,life tenure; high-stakes confirmations; long-term impact
GC.20-Q07,GC.20,5,RC-GOV5: The Judicial Branch,multiple_choice,3,Advanced,Analyze,Analyze × DOK 3,D2,SSP.05,B,1.7,0.9,0.2,True,True,True,John Catron; Tennessee; selection of justices
